file,sentence
KDS 14 20 40.txt,"보강설계를 할 때에는 보강 후의 구조내하력 증가 외에 사용성과 내구성 등의 성능 향상을 고려하여야 한다.
"
KDS 14 20 40.txt,"책임구조기술자는 보수·보강 공사에서 품질을 확보하기 위하여 공정별로 품질관리검사를 시행하여야 한다.
"
KDS 14 20 40.txt,"이 부록은 콘크리트 구조물의 공사 착공단계에서 내구성을 평가하기 위한 것으로서 내구성 평가 원칙, 설계에 따라 시공될 콘크리트 구조물에 대한 내구성 평가 방법, 시공에 사용되기 위해 배합 설계된 콘크리트의 재료자체에 대한 내구성 평가 방법에 대한 일반적이고 기본적인 표준을 규정하고 있다.
"
KDS 14 20 40.txt,"콘크리트 구조물의 목표내구수명은 구조물을 특별한 유지관리 없이 일상적으로 유지관리 할 때 내구적 한계상태에 도달하기까지의 기간으로 정하여야 한다.
"
KDS 14 20 40.txt,"시공될 콘크리트 구조물의 내구등급 결정은 구조물을 설계할 때 설정된 콘크리트 구조물의 목표 내구수명에 따라 정하여야 한다.
"
KDS 14 20 40.txt,"이 기준의 부록은 시공에 착수할 콘크리트 구조물이 목표내구수명 동안에 내구성을 확보하도록 시공착수 전 시공계획단계에서 내구성을 평가하는 데 적용한다.
"
KDS 14 20 40.txt,"그러나 내구성이 특별히 요구되지 않는 구조물, 또는 성능저하환경에 따른 내구성에 대해 검증된 공법 및 재료를 사용하여 시공될 구조물은 이 기준의 부록을 따르지 않을 수 있다.
"
KDS 14 20 40.txt,"내구성 평가에는 염해, 탄산화, 동결융해, 화학적 침식, 알칼리 골재 반응 등을 주된 성능저하원인으로 고려하며, 시공할 구조물이 갖게 될 성능저하환경을 조사하여 이에 따라 성능저하원인별 내구성 평가 항목을 선정하여야 한다.
"
KDS 14 20 40.txt,"콘크리트 구조물이 복합성능저하가 지배적인 특수한 환경에 시공되는 경우는 각각의 성능저하인자에 대하여 내구성 평가를 수행하여 가장 지배적인 성능저하인자에 대한 내구성 평가결과를 적용하여야 한다.
"
KDS 14 20 40.txt,"그 밖의 사항은 KCS 14 20 10(1.6)의 해당요건에 따른다.
"
KDS 14 20 40.txt,"내구성 평가는 내구성에 영향을 미치는 각종 성능저하원인에 대해서 시공될 콘크리트 구조물과 시공에 사용될 콘크리트에 대하여 수행하여야 한다.
"
KDS 14 20 40.txt,"시공될 콘크리트 구조물 및 콘크리트가 내구성 평가를 통과한 경우에는 결정된 시공방법 및 배합 설계된 콘크리트를 사용하여 시공될 구조물에 대해 시공 직후 초기재령 상태의 콘크리트에 균열이 발생하는지를 평가하여야 한다.
"
KDS 14 20 40.txt,"이 때 시공될 구조물의 균열발생이 제어되지 않는 균열저항성 평가 결과를 얻는 경우에는 균열 제어시공이 되도록 시공방법을 수정하여야 하고, 시공방법의 수정만으로 균열제어가 되지 않는 경우에는 평가에 통과하는 결과를 얻도록 콘크리트 배합을 수정하여야 한다.
"
KDS 14 20 40.txt,"시공될 콘크리트 구조물에 사용될 콘크리트에 대한 내구성 평가는 내구성능 예측값에 환경계수를 적용한 소요 내구성값을 내구성능 특성값에 내구성 감소계수를 적용한 설계 내구성값과 비교함으로써 부록 식 (2.2-1)에 따라 수행한다.
"
KDS 14 20 40.txt,"배합콘크리트의 내구성 평가는 부록 식 (2.3-1)과 같이 콘크리트의 내구성능 예측값에 환경계수를 적용한 소요 내구성값을 내구성능 특성값에 내구성 감소계수를 적용한 설계 내구성값과 비교함으로써 수행한다.
"
KDS 14 20 40.txt,"환경계수는 시공될 콘크리트 구조물과 콘크리트 재료의 성능저하 환경조건에 대한 안전율로서 적용한다.
"
KDS 14 20 40.txt,"내구성 감소계수는 내구성능 특성값 및 내구성능 예측값의 정밀도에 대한 안전율로서 적용한다.
"
KDS 14 20 40.txt,"각 성능저하요인에 대하여 내구성을 평가할 때 사용되는 환경계수와 내구성 감소계수는 각 성능저하요인에 대해 독립적으로 적용하여야 한다.
"
KDS 14 20 40.txt,"이 부록은 내구성이 특별히 요구되지 않는 콘크리트 구조물이나, 특수한 공법 및 재료를 사용한 콘크리트 구조물을 제외한 일반적인 콘크리트 구조물에 대해 성능저하요인별 시공 전 콘크리트 구조물의 내구성을 평가하고 이에 따른 내구성의 확보를 위해 적용한다.
"
KDS 14 20 40.txt,"성능저하환경에 놓여있는 콘크리트 구조물의 주된 성능저하인자인 염해, 탄산화, 동결융해, 화학적 침식, 알칼리 골재반응에 대하여 검토하여야 한다.
"
KDS 14 20 40.txt,"콘크리트 구조물이 목표내구수명 동안에 지배적인 성능저하인자에 따라 요구되는 내구성능을 평가하여야 한다.
"
KDS 14 20 40.txt,"콘크리트 구조물에 여러 성능저하인자가 복합적으로 작용하는 경우에는 각각의 성능저하인자가 독립적으로 작용한다고 가정하여 콘크리트 구조물의 내구성을 평가하며, 가장 지배적인 성능저하인자에 대한 내구성 평가 결과를 적용할 수 있다.
"
KDS 14 20 40.txt,"철근부식을 일으키는 임계 염소이온농도는 부록 식 (3.2-1)을 사용하여 구할 수 있다.
"
KDS 14 20 40.txt,"염소이온 침투에 의한 콘크리트 구조물의 내구성은 부록 식 (3.2-2)에 의해 평가한다.
"
KDS 14 20 40.txt,"염해에 대한 콘크리트 구조물의 내구성 평가를 위한 염소이온 농도는 콘크리트 중의 염소이온의 확산에 관한 기초방정식인 피크(Fick)의 제2법칙을 유한요소법 또는 유한차분법을 사용하여 구하거나, 부록 식 (3.2-3)을 사용하여 구할 수 있다.
"
KDS 14 20 40.txt,"콘크리트 구조물의 시공계획단계에서 탄산화에 대한 내구성 평가는 구조물 설계 당시의 내구성 조건과 콘크리트의 재료, 배합, 시공방법 등에 따라 대상구조물의 탄산화에 관한 환경조건을 고려한 내구성 평가를 통하여 대상 구조물의 목표내구수명 내에서 탄산화에 대한 요구내구성능을 확보하고 있는지 여부를 수행하여야 한다.
"
KDS 14 20 40.txt,"탄산화에 대한 허용 성능저하 한도는 탄산화 침투깊이가 철근의 깊이까지 도달한 상태를 탄산화에 대한 허용 성능저하 한계상태로 정하도록 한다.
"
KDS 14 20 40.txt,"콘크리트 구조물의 탄산화에 대한 내구성 평가는 목표내구수명에 도달하였을 때의 철근부식이 발생하는 탄산화 한계깊이와 구조물의 성능저하에 따른 예측 탄산화 깊이에 각각 내구성 감소계수와 환경계수를 곱하여 비교함으로써, 즉 다음 평가 기본식 부록 식 (3.3-1)에 따라 계산할 수 있다.
"
KDS 14 20 40.txt,"예측 탄산화 깊이는 부록 식(3.3-2)에 따라 계산할 수 있다.
"
KDS 14 20 40.txt,"콘크리트 구조물의 시공계획단계에서 동결융해에 대한 내구성 평가는 구조물 설계 당시의 내구성 조건과 콘크리트의 재료, 배합, 시공방법 등에 따라 대상구조물의 동결융해에 관한 환경조건을 고려한 내구성 평가를 통하여 대상 구조물의 목표내구수명내에서 동결융해에 대한 요구내구성능을 확보하고 있는지 여부를 수행하여야 한다.
"
KDS 14 20 40.txt,"동결융해 저항성 시험을 통하여 얻어지는 상대동탄성계수와 콘크리트의 질량감소율을 지표로 동해에 관한 내구성을 평가한다.
"
KDS 14 20 40.txt,"이 때 동해에 대한 콘크리트 구조물의 내구성 평가는 부록 식(3.4-1)에 의해 수행할 수 있다.
"
KDS 14 20 40.txt,"콘크리트의 화학적 침식에서 다음과 같은 여러 요인에 대해 평가하여야 한다.
"
KDS 14 20 40.txt,"화학적 침식에 의한 콘크리트 구조물의 내구성은 부록 식(3.5-1)에 의해 평가할 수 있다.
"
KDS 14 20 40.txt,"구조물의 요구성능이 콘크리트의 알칼리 골재반응에 의해 손상 받지 않아야 한다.
"
KDS 14 20 40.txt,"콘크리트 표면을 피복함으로써 알칼리 골재반응에 관한 구조물의 성능을 확보할 수 있으며, 이런 경우에는 유지관리계획을 고려하여 표면피복에 의한 방수 효과를 적절한 방법으로 평가하여야 한다.
"
KDS 14 20 40.txt,"알칼리 골재반응에 의한 피해를 방지하기 위해서는 외부로부터 알칼리금속이온 및 염소이온 등이 침투되지 않도록 시공하여야 한다.
"
KDS 14 20 40.txt,"알칼리 골재반응에 의한 피해를 감소시키기 위하여 콘크리트 구조물의 외부를 방수처리하거나 배수를 용이하게 하여야 한다.
"
KDS 14 20 40.txt,"알칼리 골재반응에 대한 콘크리트 구조물의 내구성은 부록 식 (3.6-1)에 의해 평가할 수 있다.
"
KDS 14 20 40.txt,"이 기준에서는 배합계획 단계에서 콘크리트의 배합설계에 따라 제조될 콘크리트가 지배적인 성능저하인자에 대해 요구되는 내구성을 만족하는지를 평가하는 절차를 규정하고 있다.
"
KDS 14 20 40.txt,"이 기준은 내구성이 특별히 요구되지 않는 콘크리트나, 특수한 공법 및 재료를 사용한 콘크리트를 제외한 일반적인 콘크리트에 대해 시공 전 성능저하 요인에 따른 배합 단계의 콘크리트 내구성을 평가하고 이에 따른 내구성의 확보를 위해 적용한다.
"
KDS 14 20 40.txt,"설정된 콘크리트의 성능이 평가조건을 만약 만족하지 못한다면, 콘크리트에 대한 내구성능의 확보를 위해 배합 또는 재료를 변경하여 콘크리트의 내구성을 재평가하여야 한다.
"
KDS 14 20 40.txt,"성능저하환경에 놓여있는 콘크리트의 주된 성능저하인자는 염해, 탄산화, 동결융해, 화학적 침식, 알칼리 골재반응으로 하여 평가하여야 한다.
"
KDS 14 20 40.txt,"콘크리트 구조물이 복합성능저하가 지배적인 특수한 환경에 시공되는 경우에는 각각의 성능저하인자에 대하여 배합 설계된 콘크리트에 대해 내구성 평가를 수행하여 가장 지배적인 성능저하인자에 대한 내구성 평가결과를 적용할 수 있다.
"
KDS 14 20 40.txt,"콘크리트의 염해에 대한 내구성을 평가하기 위해 부록 식 (4.2-1)과 같이 염소이온의 확산계수를 평가한다.
"
KDS 14 20 40.txt,"콘크리트의 염소이온 확산계수의 예측값 는 평가 대상 콘크리트에 대해 실제 실험이나 실측된 자료를 통해 구한 확산계수에 물-결합재비 또는 PS 강재비에 따른 보정을 한 부록 식(4.2-2)와 부록 식(4.2-3)에 따라 계산할 수 있다.
"
KDS 14 20 40.txt,"콘크리트의 염소이온 확산계수 예측식에서 재령계수 은 평가대상 콘크리트에 대해 실제 실험이나 실측 재료들을 통해 구하여야 한다.
"
KDS 14 20 40.txt,"기준 조건에서 측정된 확산계수 은 구조물에 사용될 콘크리트에 대해 실제 실험이나 실측된 자료를 통해 구할 수 있으며, 실험을 통해 확산계수를 도출하는 경우에는 물-결합재비에 따른 확산계수 예측값을 다음의 부록 식 (4.2-4)로 나타낼 수 있다.
"
KDS 14 20 40.txt,"콘크리트의 탄산화에 대한 내구성을 평가하기 위해 부록 식 (4.3-1)과 같이 탄산화 속도계수를 평가한다.
"
KDS 14 20 40.txt,"탄산화 속도계수의 예측값 는 평가대상 콘크리트에 대해 실제 실험이나 실측자료를 통해 구하며, 실험을 통해 탄산화 속도계수를 도출하는 경우에는 유효 PS 강재비에 따른 탄산화 속도계수는 다음 부록 식 (4.3-2)로 구할 수 있다.
"
KDS 14 20 40.txt,"콘크리트의 동해에 대한 내구성을 평가하기 위해 부록 식(4.4-1)과 같이 콘크리트의 상대동탄성계수를 평가한다.
"
KDS 14 20 40.txt,"콘크리트의 상대동탄성계수의 예측값 혹은 설계값(%);일반적으로 콘크리트의 동결융해시험(수중 동결융해 시험법) KS F 2456(A법)으로 구함.
"
KDS 14 20 40.txt,"다만 실제의 동결융해 작용조건이 KS F 2456(A법)에 따라 설정된 조건보다도 엄격한 경우나 설계수명기간을 특히 길게 설정하는 경우에는 동결융해 반복 사이클, 동결융해온도 및 1사이클의 소요시간을 실제의 조건에 맞추어 엄격하게 정할 수 있음.
"
KDS 14 20 40.txt,"콘크리트의 상대동탄성계수는 양생상태 또는 골재의 표면수율의 변동, 재료의 계량오차 등에 의하여 크게 영향을 받기 때문에 콘크리트의 배합설계를 하는 경우의 물-결합재비는 부록 표 4.4-2의 값보다 작아야 한다.
"
KDS 14 20 40.txt,"동결융해 작용 조건이 KS F 2456(A법)에 의하여 설정된 조건과 같은 정도의 범위 내에 있으며 표준 콘크리트 재료를 선정한 경우에는 콘크리트의 물-결합재비가 부록 표 4.4-2의 값 이하이고, 공기량이 4~7%인 것을 확인함으로써 상대동탄성계수의 평가를 대신할 수 있다.
"
KDS 14 20 40.txt,"동결방지제나 해수 등의 염화물의 영향을 받는 콘크리트에 있어서는 구조물에 스케일링이 발생할 염려가 있으므로 예상 환경을 고려하여 미리 그 영향을 파악한 후 콘크리트의 배합을 결정하여야 한다.
"
KDS 14 20 40.txt,"콘크리트의 화학적 침식에 대한 내구성을 평가하기 위해 부록 식 (4.5-1)과 같이 침식속도계수를 평가할 수 있다.
"
KDS 14 20 40.txt,"화학적 침식에 의한 콘크리트 침식속도계수의 예측값 에 대한 신뢰할 만한 자료가 없을 때에는 촉진 침식시험에 따른 시험결과 및 검증된 실험결과로부터 제시된 예측식으로부터 추정할 수 있다.
"
KDS 14 20 40.txt,"이 때 화학적 침식에 대한 환경계수는 1.0으로 한다.
"
KDS 14 20 40.txt,"내화학적 침식성의 평가는 대상이 되는 콘크리트의 침식 작용과 정도를 고려한다.
"
KDS 14 20 40.txt,"콘크리트 공시체의 촉진 시험 및 폭로시험 또는 그 밖의 적절한 시험을 통해 콘크리트의 성능저하 발생 여부나 이러한 성능저하로 인해 구조물의 요구성능에 어느 정도 영향을 미치는지 파악하여야 한다.
"
KDS 14 20 40.txt,"내화학적 침식으로 인한 콘크리트의 성능저하가 구조물의 요구성능에 영향을 미치지 않도록 하기 위해서 이 시방서에서 규정한 콘크리트 재료를 선정하고 이에 적합한 물-결합재비를 사용하여야 한다.
"
KDS 14 20 40.txt,"알칼리 골재반응성에 관한 평가는 부록 식(4.6-1)과 같이 알칼리 골재반응에 따른 콘크리트의 팽창량으로 평가한다.
"
KDS 14 20 40.txt,"알칼리 골재반응에 의한 콘크리트 팽창률의 예측값 에 대한 신뢰할 만한 자료가 없을 때에는 KS F 2585의 6개월 재령에서 길이 변화로부터 구할 수 있다.
"
KDS 14 20 40.txt,"이 때 알칼리 골재반응에 대한 환경계수는 1.0으로 한다.
"
KDS 14 20 40.txt,"아래에 나타내는 조건 중 하나를 만족하는 경우에는 내알칼리 골재반응성 평가를 생략할 수 있다.
"
KDS 14 31 20.txt,"이  기준은 건설기준  코드체계 전환에 따라  기존  건설기준(설계기준, 표준시방서) 간  중복․ 상충을  비교 검토하여 코드로 통합 정비하였다.
"
KDS 14 31 20.txt,"이 기준은 기존의 강구조에 해당되는 부분을  통합 정비하여 기준으로 제정한 것으로 제ㆍ개정 연혁은 다음과 같다.
"
KDS 14 31 20.txt,"이 기준의 규정은 강구조물의 피로 및 파단 설계에 적용한다.
"
KDS 14 31 20.txt,"피로는 하중유발피로와 변형유발피로로 분류된다.
"
KDS 14 31 20.txt,"강구조물 구조상세에 대한 피로설계 시 고려해야 할 응력은 활하중에 의해 발생된 응력범위이다.
"
KDS 14 31 20.txt,"잔류응력은 피로설계 시 고려하지 않는 것으로 한다. 이 규정은 순인장응력을 받는 상세에만 적용된다.
"
KDS 14 31 20.txt,"하중계수를 적용하지 않은 고정하중이 압축응력을 발생시키는 부분의 경우, 이 압축응력이 피로한계상태조합에 따른 최대 활하중 인장응력의 2배보다 작은 경우에만 피로문제를 고려한다.
"
KDS 14 31 20.txt,"하중유발피로를 고려하는 경우, 각 구조상세는 다음 조건을 만족해야 한다.
"
KDS 14 31 20.txt,"부재와 이음부의 상세는 표 4.1-1에 요약되어 있는 각 상세범주의 요구조건을 만족하도록 설계해야 한다.
"
KDS 14 31 20.txt,"표에 볼트구멍으로 그려진 부분은 강구조시방서 규정에 따라 볼트체결이 이루어진 것을 나타낸다.
"
KDS 14 31 20.txt,"붕괴유발부재와 같이 특별히 규정된 경우를 제외하고, 설계수명동안 피로설계 대상 부재가 받을 응력반복횟수를 산정할 수 있고, 이 반복횟수가 표 4.1-3에 있는 무한수명에 해당하는 응력범위 반복횟수보다 적다면 유한수명을 고려하여 해당 반복횟수에 상응하는 피로강도를 계산하여 피로설계에 적용하고, 그렇지 않은 경우 무한수명을 고려하여 피로설계를 수행한다.
"
KDS 14 31 20.txt,"강바닥판 부재 및 상세 또한 표 4.1-1의 강바닥판 상세범주 요구조건을 만족하도록 설계한다.
"
KDS 14 31 20.txt,"용접 구조물은 구속-유발파단을 일으킬 수 있는 심한 구속에 의해 응력이 발생 될 수 있는 상세 및 균열과도 같은 기하학적 불연속부를 갖지 않도록 상세를 설계해야 한다.
"
KDS 14 31 20.txt,"작용 응력방향과 평행한 수평보강재 용접부와 수직보강재 용접부 교차부에는 용접지단 사이의 간격이 최소 25 mm 이상 되도록 설계한다.
"
KDS 14 31 20.txt,"일정진폭응력에 대한 각 상세별 공칭피로강도는 다음과 같다.
"
KDS 14 31 20.txt,"다양한 진폭응력에 대한 각 상세별 공칭피로강도는 다음과 같다.
"
KDS 14 31 20.txt,"그림 4.1-1은 범주 A에서 E'까지의 공칭피로강도를 나타낸 그래프이다.
"
KDS 14 31 20.txt,"불연속된 판에 의해 하중을 받고 응력방향과 수직한 방향으로 필릿용접 또는 부분용입 그루브용접 연결된 상세부 모재에 대한 공칭피로강도는 다음과 같다.
"
KDS 14 31 20.txt,"모든 횡방향 부재를 종방향 부재의 단면을 포함하는 적절한 구조요소에 연결해 줌으로서, 예상하였거나 예상치 못한 하중을 전달하기에 충분한 하중경로를 제공해 주어야 한다.
"
KDS 14 31 20.txt,"이러한 하중경로는 여러 구조요소를 용접 또는 볼트로 연결하여 확보할 수 있다.
"
KDS 14 31 20.txt,"웨브의 좌굴과 면외 변형을 제어하기 위해 KDS 14 31 10(4.3.3.1.5.3)의 규정을 만족해야 한다.
"
KDS 14 31 20.txt,"연결판은 다음과 같은 단면의 압축 및 인장플랜지 모두에 대해 용접 또는 볼트를 이용해 연결되어야 한다.
"
KDS 14 31 20.txt,"내⋅외부 다이아프램이나 브레이싱은 횡방향 연결판 또는 연결판으로서의 기능을 갖는 수직보강재에 부착해야 한다.
"
KDS 14 31 20.txt,"가로보는 횡방향 연결판 또는 연결판으로서의 기능을 갖는 수직보강재에 부착해야 한다.
"
KDS 14 31 20.txt,"특별한 조건이 주어지지 않는 한, 용접 및 볼트연결은 직선교의 경우 90,000 N의 횡하중에 저항하도록 설계되어야 한다.
"
KDS 14 31 20.txt,"플랜지에 수평연결판을 붙이는 것이 곤란할 경우에는, 보강된 웨브에 부착되는 수평연결판은 플랜지에서 플랜지폭의 1/2 이상 떨어져야 한다.
"
KDS 14 31 20.txt,"비보강 웨브에 부착된 수평연결판은 플랜지에서 150 mm 이상 및 플랜지 폭의 1/2 이상 떨어져야 한다.
"
KDS 14 31 20.txt,"수평연결판으로 연결된 수평 브레이싱 부재의 끝은 웨브 및 수직보강재로부터 최소 100 mm의 거리를 유지해야만 한다.
"
KDS 14 31 20.txt," 사용된 웨브의 수평연결판은 보강재가 웨브와 같은 면에 있는 경우든 없는 경우든 모두, 보강재의 중심선에 맞추어 설치되어야 한다.
"
KDS 14 31 20.txt,"수평연결판과 보강재가 웨브의 같은 면에 위치한 경우에는 수평연결판을 보강재에 부착해야 한다.
"
KDS 14 31 20.txt,"이 경우에 수직보강재는 압축플랜지로부터 인장플랜지까지 연속되어 있어야 하며, 양쪽 플랜지 모두에 부착되어야 한다.
"
KDS 14 31 20.txt,"강바닥판에 대한 구조상세는 강바닥판 조항의 규정을 만족해야 한다.
"
KDS 14 31 20.txt,"국내의 지역별 온도구역은 표 4.2-1에 따르며, 인장 또는 교번응력을 받는 주부재의 사용강재는 표 4.2-2에 따라서 샤르피흡수에너지로 나타내는 저온인성규격을 만족해야 한다.
"
KDS 14 31 20.txt,"인장 또는 교번응력을 받는 주부재의 최대 허용판두께는 교량이 건설되는 지역의 온도구역에 따라 표 4.2-2에 규정한 값으로 한다.
"
KDS 14 31 20.txt,"인장 또는 교번응력을 받는 주부재는 도면과 공사시방서 등에 명시해야 한다.
"
KDS 14 31 25.txt,"이  기준은 건설기준  코드체계 전환에 따라  기존  건설기준(설계기준, 표준시방서) 간  중복․ 상충을  비교 검토하여 코드로 통합 정비하였다.
"
KDS 14 31 25.txt,"이 기준은 기존의 강구조에 해당되는 부분을  통합 정비하여 기준으로 제정한 것으로 제ㆍ개정 연혁은 다음과 같다.
"
KDS 14 31 25.txt,"접합부의 설계강도 은 이 기준과 KDS 14 31 05에 따라 산정한다.
"
KDS 14 31 25.txt,"접합부의 소요강도는 명시된 설계하중에 대한 구조해석에 의해 결정되어야 한다.
"
KDS 14 31 25.txt,"접합부 설계에 사용되는 힘과  변형은 구조해석 시 적용한 접합부의 의도된 성능 및 가정과 일치해야 한다.
"
KDS 14 31 25.txt,"축력을 받는 부재의 축이 한 점에서 만나지 않을 경우에는 편심의 영향을 고려해야 한다.
"
KDS 14 31 25.txt,"건축 구조물 접합부는 건축강구조 표준접합상세지침에 따르고 그렇지 않을 경우 구조상의 안전에 이상이 없도록 해야 한다.
"
KDS 14 31 25.txt,"단순접합부는 무시할 정도로 작은 모멘트를 전달한다. 단순접합부는 구조해석 시에 회전이 구속되지 않은 것으로 가정한다.
"
KDS 14 31 25.txt,"설계도서에서 별도 지정이 없는 한 작은 보, 큰 보 또는 트러스 부재의 단순접합은 회전에 대해 유연하게 설계해야 하며, 접합부에서 전달하는 축력 및 전단력에 대해서만 설계하는 것이 허용된다.
"
KDS 14 31 25.txt,"단순접합부는 부재의 단부 회전을 수용할 수 있어야 한다.
"
KDS 14 31 25.txt,"구조해석에 의한 소요 회전을 흡수할 수 있는 충분한 회전용량을 갖고 있어야 한다.
"
KDS 14 31 25.txt,"보의 단부 회전을 수용하기 위한 접합부의 자체 제한적 비탄성 변형은 허용된다.
"
KDS 14 31 25.txt,"모멘트접합부은 모멘트를 전달한다.
"
KDS 14 31 25.txt,"접합부의 회전이 무시할 정도로 작은 완전 모멘트 접합부와 무시하지 못할 정도인 부분 모멘트접합부가 있다.
"
KDS 14 31 25.txt,"완전 모멘트접합부는 구조해석 시 접합부에서 회전이 발생하지 않는 것으로 가정한다.
"
KDS 14 31 25.txt,"완전 모멘트접합부는 강도한계상태에서 접합되는 부재들 사이의 각도가 원상태로 유지될 수 있도록 충분한 강도와 강성을 갖고 있어야 한다.
"
KDS 14 31 25.txt,"부분 모멘트접합부는 구조해석 시 접합부의 하중-회전각 관계를 포함시켜야 한다.
"
KDS 14 31 25.txt,"부분 모멘트접합부는 접합부 요소들이 강도한계상태에서 충분한 강도와 변형용량을 갖고 있어야 한다.
"
KDS 14 31 25.txt,"작은 보, 큰 보 및 트러스 부재의 모멘트접합은 축력과 전단력뿐만 아니라 접합부의 휨 강성으로 인하여 유발되는 모멘트와의 조합력에 대해서 설계해야 한다.
"
KDS 14 31 25.txt,"편심력이 작용하는 접합부에서는 편심의 영향을 고려해야 한다.
"
KDS 14 31 25.txt,"책임구조기술자가 확인한 경우에 소성회전중심법을 적용하여 접합부의 해석 및 설계를 할 수 있다.
"
KDS 14 31 25.txt,"기둥이 지압판으로 지지되거나 또는 이음부에서 선단지지 되도록 가공된 경우에는 모든 부분들이 안전하게 제 위치를 유지할 수 있도록 충분한 연결재들이 있어야 한다.
"
KDS 14 31 25.txt,"기둥 이외의 압축부재가 선단지지 되도록 가공된 경우에는 이음판과 연결재들이 모든 부분을 제 위치에 유지할 수 있도록 배치되어야 하며, 다음의 ① 또는 ②의 조건 중 하나에 따라 설계 되어야 한다.
"
KDS 14 31 25.txt,"두 가지 조건 중 엄격하지 않은 조건의 적용도 허용된다.
"
KDS 14 31 25.txt,"소요압축강도의 2%에 해당하는 횡방향 하중으로 인한 휨모멘트와 전단력. 횡방향 하중은, 부재에 작용하는 다른 하중을 제외하고, 이음부에 작용시켜야 한다.
"
KDS 14 31 25.txt,"부재는 핀 연결된 것으로 가정하여 이음부의 전단과 휨모멘트를 정한다.
"
KDS 14 31 25.txt,"접합부의 설계강도는 45 kN 이상이어야 한다. 다만, 연결재, 새그로드 또는 띠장은 제외한다.
"
KDS 14 31 25.txt,"편심에 대한 별도의 검토가 없는 경우, 축방향 힘을 전달하는 부재의 단부에서 용접이나 볼트의 군은 그 군의 중심이 부재의 중심과 일치하도록 배열해야 한다.
"
KDS 14 31 25.txt,"정적하중을 받는 ㄱ형강, 쌍ㄱ형강 부재 또는 이와 유사한 부재의 단부접합에서는 상기 (1)을 적용하지 않는다.
"
KDS 14 31 25.txt,"볼트접합은 용접과 조합해서 하중을 부담시킬 수 없다.
"
KDS 14 31 25.txt,"이러한 경우 용접이 전체하중을 부담하는 것으로 한다.
"
KDS 14 31 25.txt,"다만 전단접합에는 용접과 볼트의 병용이 허용된다.
"
KDS 14 31 25.txt,"표준구멍과 하중방향에 직각인 단슬롯의 경우 볼트접합과 하중방향에 평행한 필릿용접이 하중을 각각 분담할 수 있다.
"
KDS 14 31 25.txt,"이때 볼트의 설계강도는 지압볼트접합 설계강도의 50%를 넘지 않도록 한다.
"
KDS 14 31 25.txt,"마찰볼트접합으로 이미 시공된 구조물을 개축할 경우 고장력볼트는 이미 시공된 하중을 받는 것으로 가정하고 병용되는 용접은 추가된 소요강도를 받는 것으로 용접설계를 병용할 수 있다.
"
KDS 14 31 25.txt,"다음의 접합부에 대해서는 용접 또는 마찰접합을 사용해야 한다.
"
KDS 14 31 25.txt,"응력을 전달하는 필릿용접의 최소유효길이는 공칭용접치수의 10배 이상 또한 30 mm 이상을 원칙으로 한다.
"
KDS 14 31 25.txt,"응력을 전달하는 겹침이음은 2열 이상의 필릿용접을 원칙으로 하고, 겹침길이는 얇은쪽 판 두께의 5배 이상 또한 20 mm 이상으로 한다.
"
KDS 14 31 25.txt,"고장력볼트의 공칭구멍직경은 표 4.1-1에 따른다.
"
KDS 14 31 25.txt,"고장력볼트의 구멍중심간의 거리는 공칭직경의 2.5배를 최소거리로 하고 3배를 표준거리로 한다.
"
KDS 14 31 25.txt,"고장력볼트의 구멍중심에서 피접합재의 연단까지의 최소거리는 연단부 가공방법을 고려하여 표 4.1-2에 따른다.
"
KDS 14 31 25.txt,"고장력볼트의 구멍중심에서 볼트머리 또는 너트가 접하는 부재의 연단까지의 최대거리는 판 두께의 12배 이하 또한 150 mm이하로 한다.
"
KDS 14 31 25.txt,"모재의 규정 항복강도와 인장강도 이상이 되도록 용접된 완전용입 그루브용접의 공칭강도는 접합되는 모재 중 공칭강도가 작은 쪽 값으로 한다.
"
KDS 14 31 25.txt,"인장강도 600 MPa 이상의 강종에 대해 언더매칭 용접을 한 경우에는 용접금속의 인장강도를 기준으로 공칭강도를 정한다.
"
KDS 14 31 25.txt,"단, 부분용입 그루브용접의 유효목두께는 얇은 쪽 판의 두께 이하이어야 한다.
"
KDS 14 31 25.txt,"부분용입 그루브용접의 용접방법 및 그루브 형상에 따른 유효목두께는 표 4.1-3에 따른다.
"
KDS 14 31 25.txt,"부분용입 그루브용접의 유효면적은 용접의 유효길이에 유효목두께를 곱한 것으로 한다.
"
KDS 14 31 25.txt,"부분용입 그루브용접의 공칭강도는 용접축에 평행으로 작용하는 인장 또는 압축에 대해서는 고려할 필요가 없으며, 그 외의 경우에는 표 4.1-5에 따른다.
"
KDS 14 31 25.txt,"필릿용접의 유효면적은 유효길이에 유효목두께를 곱한 것으로 한다.
"
KDS 14 31 25.txt,"필릿용접의 유효길이는 필릿용접의 총길이에서 용접치수의 2배를 공제한 값으로 한다.
"
KDS 14 31 25.txt,"접합하는 두 부재사이의 각도가 90가 아닌 경우, 또는 용접 다리의 크기가 서로 다른 경우의 필릿용접 유효목두께는 용접루트를 꼭지점으로, 용접 외측면을 밑변으로 하는 용접단면 내접 삼각형의 높이로 한다.
"
KDS 14 31 25.txt,"플러그용접과 슬롯용접의 유효길이는 목두께의 중심을 잇는 용접중심선의 길이로 한다.
"
